StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,S1-FR_4,S1-FR_5,S1-FR_6,S1-FR_7,S1-FR_8,S1FRtime_First Click,S1FRtime_Last Click,S1FRtime_Page Submit,S1FRtime_Click Count,S1A1_4,S1A1_5,S1A1_6,S1A2_4,S1A2_5,S1A2_6,S1A3_4,S1A3_5,S1A3_6,S1A4_4,S1A4_5,S1A4_6,S1A5_4,S1A5_5,S1A5_6,S2-FR_4,S2-FR_5,S2-FR_6,S2-FR_7,S2-FR_8,S2FRtime_First Click,S2FRtime_Last Click,S2FRtime_Page Submit,S2FRtime_Click Count,S2A1_4,S2A1_5,S2A1_6,S2A2_4,S2A2_5,S2A2_6,S2A3_4,S2A3_5,S2A3_6,S2A4_4,S2A4_5,S2A4_6,S2A5_4,S2A5_5,S2A5_6,S3-FR_4,S3-FR_5,S3-FR_6,S3-FR_7,S3-FR_8,S3FRtime_First Click,S3FRtime_Last Click,S3FRtime_Page Submit,S3FRtime_Click Count,S3A1_4,S3A1_5,S3A1_6,S3A2_4,S3A2_5,S3A2_6,S3A3_4,S3A3_5,S3A3_6,S3A4_4,S3A4_5,S3A4_6,S3A5_4,S3A5_5,S3A5_6,S4-FR_4,S4-FR_5,S4-FR_6,S4-FR_7,S4-FR_8,S4FRtime_First Click,S4FRtime_Last Click,S4FRtime_Page Submit,S4FRtime_Click Count,S4A1_4,S4A1_5,S4A1_6,S4A2_4,S4A2_5,S4A2_6,S4A3_4,S4A3_5,S4A3_6,S4A4_4,S4A4_5,S4A4_6,S4A5_4,S4A5_5,S4A5_6,S5-FR_4,S5-FR_5,S5-FR_6,S5-FR_7,S5-FR_8,S5FRtime_First Click,S5FRtime_Last Click,S5FRtime_Page Submit,S5FRtime_Click Count,S5A1_4,S5A1_5,S5A1_6,S5A2_4,S5A2_5,S5A2_6,S5A3_4,S5A3_5,S5A3_6,S5A4_4,S5A4_5,S5A4_6,S5A5_4,S5A5_5,S5A5_6,S6-FR_4,S6-FR_5,S6-FR_6,S6-FR_7,S6-FR_8,S6FRtime_First Click,S6FRtime_Last Click,S6FRtime_Page Submit,S6FRtime_Click Count,S6A1_4,S6A1_5,S6A1_6,S6A2_4,S6A2_5,S6A2_6,S6A3_4,S6A3_5,S6A3_6,S6A4_4,S6A4_5,S6A4_6,S6A5_4,S6A5_5,S6A5_6,demo,age,gender,ethnicity,ethnicity_6_TEXT,education,ses,FL_11_DO_Scenario1,FL_11_DO_Scenario2,FL_11_DO_Scenario3,FL_11_DO_Scenario4,FL_11_DO_Scenario5,FL_11_DO_Scenario6
8/21/2020 12:36,8/21/2020 12:50,0,,100,819,1,8/21/2020 12:50,R_3MlmjHN2L5AbXe4,,,,,,,anonymous,EN,Take out a loan,Set up a fundraiser,Steal money,Ask for a discount,Ask to borrow money from friends and family ,7.731,8.008,63.545,2,50,82,80,65,93,79,14,5,24,12,88,15,78,73,89,Try to hitchhike a ride,Miss his flight,Call a friend to pick him up,Get really frustrated in his car,Call a towing company and ask them to give him a lift,0.97,0.97,109.89,1,22,54,32,50,72,55,77,90,69,79,69,96,50,83,62,Put in his own money,Confront his staff to see if someone stole it,Double check the transactions for the day,Try to plead with the manager to not make the staff work overtime,Steal more money,1.199,1.199,100.73,1,40,31,24,62,50,73,80,96,83,50,90,37,2,1,5,Try to sneak in,Purchase another membership,Ask the staff to let her in for a day,Ask to be let in to tell her friend she can't play,Leave without telling her friend,0.783,0.783,111.104,1,5,2,6,25,95,50,15,44,20,62,91,69,11,4,14,Tell the teacher what happened,Make up a silly excuse,Ask the teacher to call her mother to confirm this happened,Just turn in nothing,Try to copy another student's work before class,0.925,0.925,66.741,1,49,83,58,29,50,65,28,69,25,20,54,8,40,31,53,Huddle down to conserve their strength,Keep walking in hopes of meeting people first,Give up,Try hunting for food,Reassure his friends that help is on the way,1.13,1.13,103.897,1,75,100,93,40,78,41,16,43,35,5,85,12,50,96,77,,24,1,3,,5,6,1,6,3,4,5,2
8/21/2020 12:34,8/21/2020 12:50,0,,100,964,1,8/21/2020 12:50,R_DNTka6ZeriliPCN,,,,,,,anonymous,EN,Ask friends for money.,Commit insurance fraud.,Take out a loan from a bank.,Steal the money.,Steal the medication.,19.464,19.464,64.855,1,60,80,90,5,5,10,25,85,75,5,5,5,2,5,2,Leave his car and call a cab to the airport.,Try to hitchhike to the airport.,Call a tow company to tow his car.,Call the airport and reschedule his flight.,Try to fix his car himself.,11.76,12.063,73.095,2,10,45,5,5,45,5,90,95,95,80,95,95,25,95,75,Put $50.75 of his own money in the register.,Ask coworkers where the money went.,Tell management what happened.,Pretend like he never noticed the money is missing.,Ask coworkers to pitch in to help cover the $50.75.,21.045,21.045,101.035,1,10,60,20,85,90,95,75,85,85,25,20,40,10,45,20,Go in to the gym anyways.,Tell someone at the front desk what happened so she can be allowed in.,Renew her membership.,Go back to the office for her phone.,Call her friend from a phone at the gym front desk.,51.113,51.113,112.513,1,50,30,60,70,70,80,70,95,95,40,90,70,60,91,90,Tell the teacher what happened.,Call her mom and have her bring it to the school.,Go home and pick up the assignment.,Copy someone else's homework.,Pretend to be sick and go home.,14.409,59.6,59.881,2,85,95,95,85,95,95,55,95,85,35,15,50,45,20,55,Not tell anyone that they are lost.,Stop sharing his food and water.,Inform everyone they are lost so people start rationing food.,Try to find the way back.,Steal someone else's water and food.,13.39,13.39,94.884,1,5,5,10,15,15,15,80,95,95,30,25,40,5,2,5,,31,1,5,,5,6,5,3,1,2,6,4
8/21/2020 12:35,8/21/2020 12:50,0,,100,891,1,8/21/2020 12:50,R_2YgkGwJHHl2rrtY,,,,,,,anonymous,EN,Create a GoFundMe for the medicine.,Ask family and friends to help pay for the medicine.,Just don't get the medicine.,Ask his church for help.,"Look online for prescription savings, such as Good RX.",14.351,14.351,85.126,1,9,100,72,91,97,96,3,2,32,50,98,57,92,100,96,call a friend to come take him to the airport,call for a taxi,take a bus,reschedule his flight,walk the rest of the way,43.705,43.705,81.274,1,85,100,100,100,100,100,53,100,98,8,100,28,8,88,8,Put $50.75 of his own money in the register.,Tell the manager about it.,Ask co-workers if they know anything about it.,Ask co-workers to chip in to pay the money.,Look at security video to see if anyone stole the money.,13.485,13.485,92.174,1,7,2,2,91,100,100,100,100,100,3,0,0,50,100,50,Go to the office of the gym and ask to use their phone to call her friend.,Ask a stranger to borrow their phone to call a friend.,Renew her membership.,Wait until her friend gets there to tell her friend.,Leave a note for her friend and then go back to the office.,12.068,12.068,91.856,1,90,100,97,50,92,99,80,100,100,80,100,100,39,91,23,Turn in her assignment late.,Call her mom to bring the assignment to the school.,Tell her teacher what happened and say she will turn it in tomorrow.,Tell her teacher she will hand it in after school.,Redo the assignment before the class.,10.47,43.53,87.45,2,99,50,100,61,100,99,71,100,94,50,50,28,41,97,50,Stay put and don't leave the area.,Use the trees and surrounding vegetation to build a shelter.,Try to build a big fire so rescue teams can find them easier.,Try to back track his steps.,Pray for help.,11.407,98.942,113.756,2,96,100,100,85,100,100,60,100,96,50,71,62,50,100,92,,37,2,5,,5,8,5,6,4,1,3,2
8/21/2020 12:36,8/21/2020 12:50,0,,100,839,1,8/21/2020 12:50,R_1nN3SFPMHz7TjrZ,,,,,,,anonymous,EN,Ask doctor for samples,ask pharmacist if the company has discounts,ask for a generic version,Ask their kids for help,Apply to a credit card,11.424,12.563,76.593,3,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,call a taxi,call a shuttle,try to get a ride with a stranger,start walking,call and get a new flight,1.346,9.599,49.245,6,100,100,100,100,100,100,29,40,42,100,100,100,99,100,100,Recount the money in the drawer,Make sure there isnt any cash underneath the cash drawer,ask a coworker to recount the drawer for him.  ,Ask his boss to recount the money.,Be honest and offer to stay over instead of his coworkers,10.709,16.672,108.461,8,100,100,100,100,100,100,80,80,81,30,86,31,66,100,45,Ask the gym about getting a one day pass,Ask the gym to page her friend to the front desk. ,Ask the gym to extend her membership for the day and she can pay next time,Wait for her friend to get out of the gym.,Return to work and text friend when she gets back,7.214,118.301,118.799,8,100,100,100,50,80,72,100,100,100,10,100,51,100,100,100,call her mom ,ask teacher for an extension,tell teacher she will be turning it in a day late,blame her mom,say she forgot it at home,6.816,7.224,62.449,2,100,100,100,100,100,100,100,100,100,100,7,100,100,100,100,Gather all supplies and try to make a tent,try making a fire,gather all food and water supplies to help ration it,Try to find a hill to hind from the cold wind,Try to make a smoke signal in a clearing,12.425,130.626,131.122,6,49,100,100,100,100,100,72,100,88,100,100,100,49,100,50,,45,2,5,,2,6,4,6,2,1,5,3
8/21/2020 12:33,8/21/2020 12:51,0,,100,1091,1,8/21/2020 12:51,R_24kD8sM3dsul27h,,,,,,,anonymous,EN,"Ask the doctor for a lot of ""samples""",Call an advocacy group to help pay for drugs,Ask pharmacist for generic drug/coupon/rebate,Ask friends for financial help,Start a Go Fund Me page,16.801,16.801,126.198,1,70,100,100,62,100,100,91,100,100,94,100,100,19,100,93,"Call a friend, ask for a ride, call a tow truck","call a tow truck and, pay in advance, and see if the driver will drop him at the airport",call a friend to ask to give him a ride and take care of the car at Josh's expense,"call the airport, reschedule the flight for the next day, take care of car ",cancel the flight until after the car gets fixed. ,15.25,15.25,155.619,1,100,100,100,80,90,89,92,92,92,91,100,100,61,82,82,Re-count the register down,Ask the rest of the staff if they made a mistake,"Check under the till for large bills that may have been changed but not counted correctly, maybe there's a $50 bill there...",Tell the staff what's up and ask if they know anything about this.,See if there were any coupons used/not counted or discounts/refunds on the register tape ,15.979,15.979,165.948,1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,Leave a note for her friend at the desk,"Wait for her friend and use friends' ""buddy pass"" for the day",Pay for new memebership,"Go back to the office, get phone, call friend","Wait outside for friend, then go back to work.",18.369,18.369,100.645,1,81,100,100,91,100,100,100,100,100,50,100,100,50,100,100,"Go to class, explain situation to teacher","Tell classmate what's up, ask to see homework to redo it","Tell classmate what's up, ask to copy",Skip class for that day.,"Call mom, explain situation, have her call into office to excuse her for the rest of the day, do homework for turning in tomorrow. ",16.261,16.261,124.609,1,92,100,92,82,83,95,70,23,65,59,30,89,93,84,98,Apologies to friends for getting them lost ,"Find a low land river, follow it to civilization","find open area, make S.O.S. signal on ground, wait for rescue","Find shelter, make a fire, discuss next move",Never go hiking again. ,13.543,21.939,129.815,2,100,100,100,71,100,100,71,100,100,80,100,100,28,100,84,,42,2,5,,4,8,5,2,1,6,3,4
8/21/2020 12:37,8/21/2020 12:52,0,,100,897,1,8/21/2020 12:52,R_3HMPUDzV7om4zb1,,,,,,,anonymous,EN,get a loan for the medication,work a second job for the money,rob a bank,crowdfund for the money for meds,sell possessions for the money,2.419,66.112,67.062,4,53,100,93,62,100,89,21,7,8,50,100,69,77,100,85,"call a taxi, and have a friend get his car",take a different flight,cancel the trip,take the bus to the airport,hitchhike to the airport,24.091,89.014,99.237,5,86,100,100,64,100,89,23,90,31,43,100,57,25,93,39,pay for the difference himself,ask the staff to pitch in to pay it,do nothing,hide the mistake,quit the job,10.639,73.618,99.763,15,81,90,69,70,100,70,14,46,42,19,14,27,2,15,5,wait and tell the friend when she arrives,renew the membership,leave the gym ,go back to office and use phone to tell friend,leave a note for friend at gym explaining the issue,1.238,61.592,84.436,5,87,100,90,83,100,90,41,52,37,68,100,68,42,71,46,explain the issue to the teacher,call mother and have her deliver the assignment,redo the assignment,fail the assignment,pay a classmate for their work,1.616,107.42,107.718,3,95,100,97,82,100,78,60,100,62,17,73,29,14,15,19,make camp and try to signal for help,have one member go for help,keep hiking,steal the remaining food and leave the group,do nothing,7.22,103.38,150.856,6,100,100,97,75,89,79,40,47,36,17,6,17,6,6,5,,46,1,5,,5,4,3,1,2,5,4,6
8/21/2020 12:42,8/21/2020 12:54,0,,100,730,1,8/21/2020 12:54,R_1AKNjHXPwbqzp5L,,,,,,,anonymous,EN,Steal the money for the medicine.,Steal the medicine from a pharmacy.,Allow his wife to die.,Make a plea to a local religious organization.,Start a gofundme.,12.364,49.119,50.628,2,6,8,9,3,50,6,0,50,41,30,77,64,91,96,77,call a cab.,flag down another motorist.,hitchhike.,attempt to run the rest of the way.,cry.,12.324,28.584,36.489,3,76,87,73,23,50,21,7,50,15,1,100,33,1,95,36,put the money in the register.,ask the staff about the missing money.,lie to the manager.,ask a customer to make up the difference.,torture the staff until one confesses to stealing it.,1.569,1.569,58.176,1,43,50,11,88,78,98,2,8,46,0,13,1,0,0,0,wait until her friend arrives and explain the situation.,ghost her friend.,attempt to run back to the office and get her phone.,renew her gym membership.,cry.,14.683,60.946,74.607,2,76,92,74,13,35,59,71,92,96,100,100,100,5,97,43,explain the situation to her teacher.,cry.,attempt to contact her mother to bring the assignment.,create a diversion to get ejected from class.,ask to use the restroom and skip school.,11.301,11.794,54.126,2,100,100,100,15,94,45,95,97,90,1,50,32,5,26,21,murder one of his friends and eat them.,stay put and wait for a rescue crew.,attempt to hike their way out of the wilderness.,cry.,set out alone for help.,13.438,13.438,63.576,1,0,0,0,95,99,87,56,91,76,13,97,51,35,90,47,,30,1,5,,5,7,6,3,4,1,2,5
8/21/2020 12:14,8/21/2020 12:55,0,,100,2465,1,8/21/2020 12:55,R_BwX3WGPaxATHdyF,,,,,,,anonymous,EN,Heinz can raise money.,Heinz can ask for a loan.,Heinz can steal money.,Heinz can beg for money.,Heinz can do nothing.,58.129,218.004,237.641,17,90,89,89,49,80,80,1,0,0,49,49,52,8,0,0,He can go to sleep.,He can call and ask his friend to come and get him.,He can call his mom and ask her what to do?,He can stay in his car and see if anybody stops to help him.,He can call his car insurance and see what they can do for him.,10.53,236.211,238.294,23,10,10,11,50,50,50,31,50,18,19,49,50,50,89,89,He can tell the truth to his boss.,He can hide and see if anybody noticed.,He can tell his friend and ask him to tell his boss.,He can tell his stuff and ask who knows what happened. ,He can leave his job and do not come back.,70.132,208.258,238.512,11,90,100,100,30,1,1,18,50,17,90,100,100,0,0,0,She can ask somebody to use a phone so she can contact her friend.,She can go to the gym anyways and ask what can be done about her membership.,She can go back to her office.,She can go and eat a lunch by herself.,She can wait for her friend at the gym anyways.,38.82,260.541,261.316,18,48,89,87,49,62,50,49,30,31,18,9,40,80,100,100,She can explain the situation to her teacher.,She can call her mom and ask her to bring her assignment to school.,She can ask her teacher if she can go home and bring her assignment. ,She can write her assignment over and turn it in.,She can ask her friends to help her write a new assignment.,41.995,554.119,554.5,54,90,100,100,71,88,89,69,88,88,50,51,50,49,37,37,Brad can wait for a rescue crew anyway.,Brad can ask others if they have any ideas on what to do.,Brad can watch the sun and find out where they are located.,Brad can ask his friends to go and look for help.,Brad can dance to keep himself warm.,15.102,481.611,482.167,40,80,90,89,50,88,86,69,92,93,51,52,53,19,49,50,,42,1,1,,4,5,6,4,3,2,1,5
8/21/2020 12:40,8/21/2020 12:57,0,,100,1001,1,8/21/2020 12:57,R_V3d9bWuc25c39w5,,,,,,,anonymous,EN,He will try to get the money from strangers.,He will take out a loan.,He will steal the medication.,He will ask family or friends for help.,He will call her insurance company.,7.615,76.903,80.036,9,95,100,100,95,100,100,75,85,75,100,100,100,90,100,100,He will ask someone for a ride.,He will miss his flight and go home.,He will try to get an Uber.,He will try to fix his car.,He will go on foot.,4.662,112.854,113.619,12,90,100,95,95,100,100,95,100,100,70,80,85,80,100,90,Brian will recount the money in the register.,He will look for any missing money in the bakery.,Brian will check who worked that and call the staff to see if they have any idea.,Brian will check the receipts.,Brian will call the manager and tell what has happened.,14.157,99.868,115.121,5,100,100,100,95,100,100,95,100,100,90,100,100,100,100,100,She will ask someone else for their phone to try and call her friend.,She will ask someone if she can pass without a card.,She will sneak in.,She will steal someone's membership card.,She will wait until her friend finishes and look for her.,18.607,135.454,136.811,8,100,100,100,90,90,80,60,70,60,20,15,20,80,100,90,She will copy someone's assignment.,She will tell teacher what happened,She will call her mom to bring her homework,She will lie to the teacher to not get in trouble.,She will skip class.,1.222,77.758,80.003,9,85,70,80,90,100,95,95,100,95,80,60,75,85,80,90,He will try to make a fire.,He will look for food and water.,He will cuddle with his friends to stay warm.,He will abandon his friends and look for help.,He will go wander on his own.,9.899,92.092,93.937,10,100,100,100,95,100,95,90,100,95,70,40,45,45,45,60,,19,1,2,,2,7,5,3,1,2,4,6
8/21/2020 12:38,8/21/2020 12:57,0,,100,1134,1,8/21/2020 12:57,R_1nZ9QPdmDXDvvkw,,,,,,,anonymous,EN,Buy medicine,Insurance claim,Hospitalised,Take treatment,Buy expensive medicine,37.315,119.065,150.715,6,83,77,87,76,73,86,100,100,100,79,76,83,81,75,84,Act fast,Recall,Drive fast,Ask others help,Quick,33.171,99.42,115.207,5,79,75,87,74,89,87,88,85,76,95,92,88,75,89,83,Recall,Identify,Search,Analysis,Think well,27.42,177.223,198.318,7,86,91,92,76,89,83,87,85,84,86,82,83,79,75,82,Slow performance,Pin the problem,Identify the solution,Conduct analysis,Advanced,151.797,240.315,246.947,6,92,90,86,85,92,93,71,75,81,89,87,91,86,88,85,Re write,Shout,Re write,Re write,Re write,24.389,120.007,124.929,7,100,74,68,67,60,59,100,99,99,99,100,100,99,98,99,Brave,Happy,Energy,Fast,Recall,6.768,48.117,58.222,7,90,85,84,89,81,92,91,80,92,89,87,82,79,77,81,,30,1,4,,5,4,2,5,4,3,1,6
8/21/2020 12:34,8/21/2020 12:59,0,,100,1478,1,8/21/2020 12:59,R_2dSY5M01ITLU4eN,,,,,,,anonymous,EN,"do crowd source funding (gofundme, etc)",contact her MD,contact the pharmacy,contact relatives/friends,get a loan,10.42,187.451,192.068,7,100,100,77,100,100,100,100,100,100,100,100,100,66,100,66,call for tow truck,call for rental/Uber/similar,call friend/relatives,call his airline,call mechanic,18.825,177.296,182.489,6,91,100,76,100,100,100,59,100,100,53,100,79,100,100,100,Contact the cash register employees for that day,Recount money in register 2 more times,"Look all around register (floor, counter, etc)",Check register tape,Contact manager,33.421,170.365,177.58,9,100,100,100,100,100,100,100,100,100,100,100,100,90,100,97,ask gym to let her use their phone to contact friend,renew membership,leave message with gym for the friend,"return to work, get phone & call friend",wait at gym for friend,13.848,126.088,134.248,8,100,100,100,75,100,81,66,100,100,62,100,100,57,100,74,Contact her mother by the fastest means,Return home to look for the assignment,Check her computer for a digital file of her assignment,Speak with her teacher,Call home to see if anyone else is there,29.434,201.368,225.569,9,100,100,100,89,100,88,100,100,100,73,100,90,95,100,98,contact emergency services via phone (US & Canadian),phone relatives/friends,build a fire,check immediate area for possible shelter,check immediate area for water & food,13.864,206.639,231.446,7,100,100,100,100,100,100,100,100,90,100,100,100,100,100,95,,71,2,5,,3,6,3,6,2,5,1,4
8/21/2020 12:46,8/21/2020 13:00,0,,100,821,1,8/21/2020 13:00,R_1H8gYH2uxD3x3Kg,,,,,,,anonymous,EN,let her die,ask a doctor for help,ask a pharmacist for help,apply for medicaid,rob a pharmacy,1.331,1.331,53.183,1,51,89,15,50,99,98,46,99,96,47,100,100,6,11,4,call a towing company,cancel the trip,wait for help ,abandon his car and hitch a ride,abandon his car and call for a ride,17.316,17.316,83.283,1,51,97,93,32,100,93,52,100,100,33,38,32,39,38,56,work overtime to make up for it,repay the balance himself,tell the manager that they were robbed,go home saying he is sick,quit job,1.264,1.264,70.357,1,48,93,100,11,100,96,17,2,11,35,36,53,17,97,75,buy a membership,leave,wait and tell her friend the situation,tell gym staff that she forgot her membership id,wait for her friend and tell her that she was called back to work,1.291,1.291,102.321,1,15,94,100,40,29,83,65,99,100,43,49,92,27,31,41,call mom to bring homework,fake being sick and go home,tell her teacher the situation,text mom to bring her homework,ask her mom to call her teacher to explain what happened,3.451,3.451,75.826,1,85,100,100,39,46,67,94,100,100,65,100,100,71,100,100,drink his own urine,eat plants,eat berries,kill and eat animals,try to start a fire,6.913,56.57,93.582,5,50,70,6,82,100,100,87,100,100,58,51,93,88,100,100,,52,2,6,multi,5,10,4,6,3,5,2,1
8/21/2020 12:42,8/21/2020 13:03,0,,100,1263,1,8/21/2020 13:03,R_2pJJAnvAsv7ml1Z,,,,,,,anonymous,EN, Corporate Accounting Department in the month-end ,"their plans include coverage for over 3,000 drugs so you",need at an affordable rate. Use Cigna's online tool to find,Preferred pharmacy: Refers to a smaller number of pharmacies, lower cost for your medication. ,13.373,153.013,155.871,11,75,88,76,67,84,89,76,81,89,83,94,88,81,88,86,but his car breaks down on the highway,"busy intersection, and knows he needs to get ",He leaves with plenty of time to make it there,ar near a busy intersection and knows he needs to get to airport soon,", We are planning our trip to Botswana ",19.775,207.066,207.774,19,84,89,76,63,87,88,54,83,74,69,97,89,74,85,84, knows he needs to get to airport soon if he is going to catch ,realizes that $50.75 is missing from the register,This module will explain the basics of the balance sheet, the company's obligations , Corporate Accounting Department in the month-end ,12.879,114.264,119.027,10,73,88,81,72,85,83,73,88,88,80,91,86,79,93,88,Drink plenty of water:,Exercise each day,Find an accountability partner:,The study goes on to recommend that those who sit daily,Stretch: Do a variety of stretches to open up the spine and,15.847,111.223,114.025,7,79,87,89,78,88,85,76,84,83,84,97,95,85,94,93,Stolen Backpack. It is possible that your backpack can be stolen on the day the assignment is due. ...,Forgot my backpack in my Dad's car and he is out of town,A close relative died,Be honest and tell the truth as it is.,Fake period,4.358,111.994,112.948,13,78,91,82,80,92,85,64,81,93,66,96,83,76,81,88,Stop and rest when you start to feel tired.,Your body can't hike hard and digest food at the same time,Make sure to drink enough water to avoid dehydration,Stop and fix small problems while they are still small. , Don't wait until you are exhausted.,2.777,204.349,205.576,11,68,85,65,67,92,59,95,75,89,85,85,80,89,93,87,,50,1,1,,5,5,5,2,4,6,3,1
8/21/2020 12:46,8/21/2020 13:04,0,,100,1125,1,8/21/2020 13:04,R_1jAGijMT0Xfdzra,,,,,,,anonymous,EN,Ask people for money,Not get the medication,steal the medication,apply for assistance,look for alternative treatments,20.328,64.764,77.626,22,60,70,70,20,30,40,10,20,5,50,100,70,40,50,50,Call a tow truck,Call a taxi,Ask a friend to pick him up,Hitchhike,Call an emergency number,12.551,12.551,61.249,1,82,100,100,50,70,70,60,80,82,9,10,5,23,60,70,Lie on the balance,Use his own money to balance the register,let everyone work overtime,find out who took the money,quit his job,4.45,15.599,79.727,17,5,0,5,30,55,35,50,40,50,80,100,90,5,20,15,Leave the gym,buy a new membership,wait for her friend to show up,sneak into the racquetball room,harass the employee at the gym,8.302,85.627,99.821,12,20,40,45,60,100,90,80,100,90,10,15,10,10,5,15,Tell the teacher what happened,skip class,copy the assignment from someone else,Make up a different reason,scramble to finish before class.,15.888,16.976,141.769,2,70,100,100,19,25,40,25,5,15,15,20,25,25,40,32,hunt animals for food,look for clean water,build a fire,look for plants to eat,Try to huddle for warmth,1.201,100.474,184.447,9,31,90,45,70,100,90,92,100,100,70,100,80,60,80,50,,28,1,5,,3,6,5,1,6,4,3,2
8/21/2020 12:52,8/21/2020 13:05,0,,100,759,1,8/21/2020 13:05,R_337OED7Jnk0rkbn,,,,,,,anonymous,EN,Start a fundraiser,Ask family or friends for money,Get a second insurance policy,Take out a Care Credit card to pay for it,Take out a personal loan,11.615,11.615,45.979,1,72,90,81,97,73,81,53,84,90,82,67,89,80,75,85,Call a friend to help him take care of the car,Abandon his car and take an Uber,Accept his fate and miss the flight,Call a tow truck and have them drop him off,Call his parents for help,4.515,4.515,154.837,1,88,92,91,31,12,25,73,75,63,49,68,34,88,88,90,Count it again to be sure,Look around for any missplaced deposits etc.,Call and ask other staff if they know anything about it,Inform the manager in advance and ask for advice,Take the tip jar money,14.541,14.541,75.177,1,100,100,100,85,100,100,72,87,88,54,71,95,40,35,26,Pay her membership so she can go in,Ask staff to communicate this to the friend,Go back to the office and call her,Do nothing and leave,Ask to borrow a phone at the gym,12.405,23.448,84.057,2,77,99,87,70,85,63,90,69,85,44,23,34,63,74,75,Tell her teacher what happened,Call her mom and ask her to bring it,Have her mom write a letter with her late homework,Do nothing and lose credit,Make up a lie about it,12.099,12.099,51.287,1,98,100,99,91,100,96,82,93,81,55,31,48,29,6,28,Try to make a phone call,Try to set off some signals for them to be found,Try to navigate out of the woods,Build a fire for food and warmth,Pool their resources to help each other survive,11.371,11.371,58.674,1,100,100,100,91,100,100,100,100,95,95,95,99,84,100,100,,30,2,5,,5,7,2,5,1,3,4,6
8/21/2020 12:47,8/21/2020 13:05,0,,100,1059,1,8/21/2020 13:05,R_SC1sNZZSFDgCubv,,,,,,,anonymous,EN,Rob a bank to get the money needed to pay for the medication,Start selling drugs to get the money needed,try to find a legal side job he can do temporarily ,let his wife die,take out a loan to pay for the meds,11.63,11.63,77.91,1,1,0,0,20,31,25,45,100,90,5,0,0,10,99,20,call a tow truck and get a taxi,call a friend or family member for help,miss the flight and just miss out on the trip,flag down people and try to get help,call an uber,14.745,14.745,75.269,1,91,100,100,92,100,100,40,100,30,40,80,86,80,100,100,figure out where the money went and recover it,accuse the least trusted person at work of theft,replace the money out of his own pocket,just leave it as is and let people work overtime,fudge the books for the day and make it look like nothing is missing,20.522,20.522,131.814,1,90,100,100,20,20,30,1,55,0,60,100,100,10,0,2,renew her membership,ask if she can use the gym phone to contact her friend,wait for her friend to arrive and then explain the situation,just leave and pretend she thought they were supposed to play another time or day,try to seduce or manipulate the person checking membership ids into letting her in just this one time,3.062,3.062,151.908,1,60,100,100,40,100,100,20,70,10,5,5,0,10,1,10,explain what happened to the teacher,call her mom and see if she can bring it to school,try to just bring it in the next day,just accept the 0 and move on with life,fake being sick and go home then bring it in later,16.705,16.705,89.266,1,45,100,100,85,100,100,55,100,100,20,85,85,30,30,45,setup shelter ,set traps for animals ,start gathering edible plants,kill and eat his friends before they can eat him,stay put and wait for help,10.105,67.58,89.239,6,70,100,100,37,100,100,65,100,100,30,2,2,95,100,100,,39,1,5,,4,7,3,5,2,4,1,6
8/21/2020 12:46,8/21/2020 13:05,0,,100,1144,1,8/21/2020 13:05,R_3R9Hfl1iyAu1q2A,,,,,,,anonymous,EN,sell some things to raise the money,take on part time work,ask friends and family for help,use something like go fund me to raise the money,see if they can find a generic brand that is cheaper,10.695,77.183,107.199,4,95,100,100,50,100,100,80,100,100,50,100,80,95,100,100,try to catch a taxi,call a ride sharing service,call someone who lives in the area and ask for a ride,hitchhike,try to repair the car,15.189,33.205,91.308,4,20,100,50,90,100,90,80,100,90,20,30,20,50,100,80,recount the money to make sure he didn't make a mistake,pay the money out of his own pocket,ask his coworkers to chip in to make up the difference,try to explain the situation to the manager,accept the situation and do the overtime work,20.653,20.653,93.334,1,95,100,100,5,50,5,5,20,5,80,100,90,50,80,80,ask someone who works there to deliver the message,ask someone going into the gym to tell her,ask to borrow someone's phone,find a pay phone ,wait until her friend leaves and explain what happened,11.227,11.227,81.25,1,100,100,100,80,100,70,50,80,60,50,100,80,30,50,50,explain why she has nothing to turn in,offer to bring it in later that day,ask for an extension,copy someone else's work,make up some excuse to get more time,12.663,60.655,167.025,2,90,100,100,80,100,80,90,90,90,20,0,20,19,0,20,try to retrace their movements,stay put and wait for help to arrive,use a phone to help find their way out if there is service,take some time to calm down before making any decisions,start looking for shelter options in case they have to spend the night,9.838,9.838,99.448,1,60,50,60,30,50,40,100,100,100,30,100,50,50,100,80,,37,1,5,,4,8,4,2,1,6,3,5
