rowNo,type,stimFormat,condition1,condition2,ITI,random,randomBlock,responseType,head,required,responseOptions,pageName,pageBreak,ITI_ms,timestamp,response,RT,correct,responseCode,GMT_timestamp,local_timestamp,link,id,age,sex,education,handedness,completionCode
48,form,word,Andy,NA,NA,NA,8,box,Answer 4,NA,NA,"Your mother just died and, without her, your father is unable to take care of himself. You can’t afford to put your father in a retirement home and your apartment has barely enough room for one person.<br><br>In this situation, what are some things you could do?",NA,NA,170017,NA,23835,0,NA,2021-08-26_16:40:01,2021-08-26_11:40:01,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A38OPVI04AH4JG&assignmentId=3EG49X351YI340J2G4IFSLH7L6U6X1&a=59GE4&tp_a=59GE4&b=3EG49X351YI340J2G4IFSLH7L6U6X1&tp_b=3EG49X351YI340J2G4IFSLH7L6U6X1&c=315514&tp_c=315514,A38OPVI04AH4JG,53,male,College or Technical school,right-handed,YSGa9bQGGNgqr1jB
49,form,word,Andy,NA,NA,NA,8,box,Answer 5,NA,NA,"Your mother just died and, without her, your father is unable to take care of himself. You can’t afford to put your father in a retirement home and your apartment has barely enough room for one person.<br><br>In this situation, what are some things you could do?",NA,NA,170017,NA,23835,0,NA,2021-08-26_16:40:01,2021-08-26_11:40:01,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A38OPVI04AH4JG&assignmentId=3EG49X351YI340J2G4IFSLH7L6U6X1&a=59GE4&tp_a=59GE4&b=3EG49X351YI340J2G4IFSLH7L6U6X1&tp_b=3EG49X351YI340J2G4IFSLH7L6U6X1&c=315514&tp_c=315514,A38OPVI04AH4JG,53,male,College or Technical school,right-handed,YSGa9bQGGNgqr1jB
50,form,word,Andy,NA,NA,NA,8,box,Answer 6,NA,NA,"Your mother just died and, without her, your father is unable to take care of himself. You can’t afford to put your father in a retirement home and your apartment has barely enough room for one person.<br><br>In this situation, what are some things you could do?",1,NA,170017,NA,23835,0,NA,2021-08-26_16:40:01,2021-08-26_11:40:01,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A38OPVI04AH4JG&assignmentId=3EG49X351YI340J2G4IFSLH7L6U6X1&a=59GE4&tp_a=59GE4&b=3EG49X351YI340J2G4IFSLH7L6U6X1&tp_b=3EG49X351YI340J2G4IFSLH7L6U6X1&c=315514&tp_c=315514,A38OPVI04AH4JG,53,male,College or Technical school,right-handed,YSGa9bQGGNgqr1jB
15,form,word,Mary,NA,NA,NA,3,box,Answer 1,1,NA,"You are about to go to your final class of the day when you remember that there is a homework assignment that is due. Your mom accidentally took your homework assignment out of your backpack when she was making room for your lunch. Now you have nothing to turn in for credit.<br><br>In this situation, what are some things you could do?",NA,NA,187409,tell the teacher,16878,0,NA,2021-08-26_16:40:01,2021-08-26_11:40:01,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A38OPVI04AH4JG&assignmentId=3EG49X351YI340J2G4IFSLH7L6U6X1&a=59GE4&tp_a=59GE4&b=3EG49X351YI340J2G4IFSLH7L6U6X1&tp_b=3EG49X351YI340J2G4IFSLH7L6U6X1&c=315514&tp_c=315514,A38OPVI04AH4JG,53,male,College or Technical school,right-handed,YSGa9bQGGNgqr1jB
16,form,word,Mary,NA,NA,NA,3,box,Answer 2,1,NA,"You are about to go to your final class of the day when you remember that there is a homework assignment that is due. Your mom accidentally took your homework assignment out of your backpack when she was making room for your lunch. Now you have nothing to turn in for credit.<br><br>In this situation, what are some things you could do?",NA,NA,187409,do it again,16878,0,NA,2021-08-26_16:40:01,2021-08-26_11:40:01,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A38OPVI04AH4JG&assignmentId=3EG49X351YI340J2G4IFSLH7L6U6X1&a=59GE4&tp_a=59GE4&b=3EG49X351YI340J2G4IFSLH7L6U6X1&tp_b=3EG49X351YI340J2G4IFSLH7L6U6X1&c=315514&tp_c=315514,A38OPVI04AH4JG,53,male,College or Technical school,right-handed,YSGa9bQGGNgqr1jB
17,form,word,Mary,NA,NA,NA,3,box,Answer 3,1,NA,"You are about to go to your final class of the day when you remember that there is a homework assignment that is due. Your mom accidentally took your homework assignment out of your backpack when she was making room for your lunch. Now you have nothing to turn in for credit.<br><br>In this situation, what are some things you could do?",NA,NA,187409,go home to get it,16878,0,NA,2021-08-26_16:40:01,2021-08-26_11:40:01,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A38OPVI04AH4JG&assignmentId=3EG49X351YI340J2G4IFSLH7L6U6X1&a=59GE4&tp_a=59GE4&b=3EG49X351YI340J2G4IFSLH7L6U6X1&tp_b=3EG49X351YI340J2G4IFSLH7L6U6X1&c=315514&tp_c=315514,A38OPVI04AH4JG,53,male,College or Technical school,right-handed,YSGa9bQGGNgqr1jB
18,form,word,Mary,NA,NA,NA,3,box,Answer 4,NA,NA,"You are about to go to your final class of the day when you remember that there is a homework assignment that is due. Your mom accidentally took your homework assignment out of your backpack when she was making room for your lunch. Now you have nothing to turn in for credit.<br><br>In this situation, what are some things you could do?",NA,NA,187409,NA,16878,0,NA,2021-08-26_16:40:01,2021-08-26_11:40:01,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A38OPVI04AH4JG&assignmentId=3EG49X351YI340J2G4IFSLH7L6U6X1&a=59GE4&tp_a=59GE4&b=3EG49X351YI340J2G4IFSLH7L6U6X1&tp_b=3EG49X351YI340J2G4IFSLH7L6U6X1&c=315514&tp_c=315514,A38OPVI04AH4JG,53,male,College or Technical school,right-handed,YSGa9bQGGNgqr1jB
19,form,word,Mary,NA,NA,NA,3,box,Answer 5,NA,NA,"You are about to go to your final class of the day when you remember that there is a homework assignment that is due. Your mom accidentally took your homework assignment out of your backpack when she was making room for your lunch. Now you have nothing to turn in for credit.<br><br>In this situation, what are some things you could do?",NA,NA,187409,NA,16878,0,NA,2021-08-26_16:40:01,2021-08-26_11:40:01,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A38OPVI04AH4JG&assignmentId=3EG49X351YI340J2G4IFSLH7L6U6X1&a=59GE4&tp_a=59GE4&b=3EG49X351YI340J2G4IFSLH7L6U6X1&tp_b=3EG49X351YI340J2G4IFSLH7L6U6X1&c=315514&tp_c=315514,A38OPVI04AH4JG,53,male,College or Technical school,right-handed,YSGa9bQGGNgqr1jB
20,form,word,Mary,NA,NA,NA,3,box,Answer 6,NA,NA,"You are about to go to your final class of the day when you remember that there is a homework assignment that is due. Your mom accidentally took your homework assignment out of your backpack when she was making room for your lunch. Now you have nothing to turn in for credit.<br><br>In this situation, what are some things you could do?",1,NA,187409,NA,16878,0,NA,2021-08-26_16:40:01,2021-08-26_11:40:01,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A38OPVI04AH4JG&assignmentId=3EG49X351YI340J2G4IFSLH7L6U6X1&a=59GE4&tp_a=59GE4&b=3EG49X351YI340J2G4IFSLH7L6U6X1&tp_b=3EG49X351YI340J2G4IFSLH7L6U6X1&c=315514&tp_c=315514,A38OPVI04AH4JG,53,male,College or Technical school,right-handed,YSGa9bQGGNgqr1jB
39,form,word,Daniel,NA,NA,NA,7,box,Answer 1,1,NA,"You are the ring bearer at your sister’s wedding. 10 minutes into the ceremony, you reach into your pocket but the ring isn’t there. You realize you left it on the seat next to you in the taxi.<br><br>In this situation, what are some things you could do?",NA,NA,213001,call the cab company,25080,0,NA,2021-08-26_16:40:01,2021-08-26_11:40:01,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A38OPVI04AH4JG&assignmentId=3EG49X351YI340J2G4IFSLH7L6U6X1&a=59GE4&tp_a=59GE4&b=3EG49X351YI340J2G4IFSLH7L6U6X1&tp_b=3EG49X351YI340J2G4IFSLH7L6U6X1&c=315514&tp_c=315514,A38OPVI04AH4JG,53,male,College or Technical school,right-handed,YSGa9bQGGNgqr1jB
40,form,word,Daniel,NA,NA,NA,7,box,Answer 2,1,NA,"You are the ring bearer at your sister’s wedding. 10 minutes into the ceremony, you reach into your pocket but the ring isn’t there. You realize you left it on the seat next to you in the taxi.<br><br>In this situation, what are some things you could do?",NA,NA,213001,confess to the sister,25080,0,NA,2021-08-26_16:40:01,2021-08-26_11:40:01,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A38OPVI04AH4JG&assignmentId=3EG49X351YI340J2G4IFSLH7L6U6X1&a=59GE4&tp_a=59GE4&b=3EG49X351YI340J2G4IFSLH7L6U6X1&tp_b=3EG49X351YI340J2G4IFSLH7L6U6X1&c=315514&tp_c=315514,A38OPVI04AH4JG,53,male,College or Technical school,right-handed,YSGa9bQGGNgqr1jB
41,form,word,Daniel,NA,NA,NA,7,box,Answer 3,1,NA,"You are the ring bearer at your sister’s wedding. 10 minutes into the ceremony, you reach into your pocket but the ring isn’t there. You realize you left it on the seat next to you in the taxi.<br><br>In this situation, what are some things you could do?",NA,NA,213001,buy a new ring,25080,0,NA,2021-08-26_16:40:01,2021-08-26_11:40:01,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A38OPVI04AH4JG&assignmentId=3EG49X351YI340J2G4IFSLH7L6U6X1&a=59GE4&tp_a=59GE4&b=3EG49X351YI340J2G4IFSLH7L6U6X1&tp_b=3EG49X351YI340J2G4IFSLH7L6U6X1&c=315514&tp_c=315514,A38OPVI04AH4JG,53,male,College or Technical school,right-handed,YSGa9bQGGNgqr1jB
42,form,word,Daniel,NA,NA,NA,7,box,Answer 4,NA,NA,"You are the ring bearer at your sister’s wedding. 10 minutes into the ceremony, you reach into your pocket but the ring isn’t there. You realize you left it on the seat next to you in the taxi.<br><br>In this situation, what are some things you could do?",NA,NA,213001,NA,25080,0,NA,2021-08-26_16:40:01,2021-08-26_11:40:01,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A38OPVI04AH4JG&assignmentId=3EG49X351YI340J2G4IFSLH7L6U6X1&a=59GE4&tp_a=59GE4&b=3EG49X351YI340J2G4IFSLH7L6U6X1&tp_b=3EG49X351YI340J2G4IFSLH7L6U6X1&c=315514&tp_c=315514,A38OPVI04AH4JG,53,male,College or Technical school,right-handed,YSGa9bQGGNgqr1jB
43,form,word,Daniel,NA,NA,NA,7,box,Answer 5,NA,NA,"You are the ring bearer at your sister’s wedding. 10 minutes into the ceremony, you reach into your pocket but the ring isn’t there. You realize you left it on the seat next to you in the taxi.<br><br>In this situation, what are some things you could do?",NA,NA,213001,NA,25080,0,NA,2021-08-26_16:40:01,2021-08-26_11:40:01,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A38OPVI04AH4JG&assignmentId=3EG49X351YI340J2G4IFSLH7L6U6X1&a=59GE4&tp_a=59GE4&b=3EG49X351YI340J2G4IFSLH7L6U6X1&tp_b=3EG49X351YI340J2G4IFSLH7L6U6X1&c=315514&tp_c=315514,A38OPVI04AH4JG,53,male,College or Technical school,right-handed,YSGa9bQGGNgqr1jB
44,form,word,Daniel,NA,NA,NA,7,box,Answer 6,NA,NA,"You are the ring bearer at your sister’s wedding. 10 minutes into the ceremony, you reach into your pocket but the ring isn’t there. You realize you left it on the seat next to you in the taxi.<br><br>In this situation, what are some things you could do?",1,NA,213001,NA,25080,0,NA,2021-08-26_16:40:01,2021-08-26_11:40:01,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A38OPVI04AH4JG&assignmentId=3EG49X351YI340J2G4IFSLH7L6U6X1&a=59GE4&tp_a=59GE4&b=3EG49X351YI340J2G4IFSLH7L6U6X1&tp_b=3EG49X351YI340J2G4IFSLH7L6U6X1&c=315514&tp_c=315514,A38OPVI04AH4JG,53,male,College or Technical school,right-handed,YSGa9bQGGNgqr1jB
57,form,word,Jeff,NA,NA,NA,10,box,Answer 1,1,NA,"You work the night shift at a 24/7 convenience store. Every day at 7am the owner of the store, your boss, takes over for the morning shift. Today, you have an important court appointment at 8 but your boss hasn't shown up yet and isn't returning your calls. <br><br>In this situation, what is something you do?",NA,NA,234089,close the store,20571,0,NA,2021-08-26_16:40:01,2021-08-26_11:40:01,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A38OPVI04AH4JG&assignmentId=3EG49X351YI340J2G4IFSLH7L6U6X1&a=59GE4&tp_a=59GE4&b=3EG49X351YI340J2G4IFSLH7L6U6X1&tp_b=3EG49X351YI340J2G4IFSLH7L6U6X1&c=315514&tp_c=315514,A38OPVI04AH4JG,53,male,College or Technical school,right-handed,YSGa9bQGGNgqr1jB
58,form,word,Jeff,NA,NA,NA,10,box,Answer 2,1,NA,"You work the night shift at a 24/7 convenience store. Every day at 7am the owner of the store, your boss, takes over for the morning shift. Today, you have an important court appointment at 8 but your boss hasn't shown up yet and isn't returning your calls. <br><br>In this situation, what is something you do?",NA,NA,234089,call the owner,20571,0,NA,2021-08-26_16:40:01,2021-08-26_11:40:01,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A38OPVI04AH4JG&assignmentId=3EG49X351YI340J2G4IFSLH7L6U6X1&a=59GE4&tp_a=59GE4&b=3EG49X351YI340J2G4IFSLH7L6U6X1&tp_b=3EG49X351YI340J2G4IFSLH7L6U6X1&c=315514&tp_c=315514,A38OPVI04AH4JG,53,male,College or Technical school,right-handed,YSGa9bQGGNgqr1jB
59,form,word,Jeff,NA,NA,NA,10,box,Answer 3,1,NA,"You work the night shift at a 24/7 convenience store. Every day at 7am the owner of the store, your boss, takes over for the morning shift. Today, you have an important court appointment at 8 but your boss hasn't shown up yet and isn't returning your calls. <br><br>In this situation, what is something you do?",NA,NA,234089,miss the court appointment,20571,0,NA,2021-08-26_16:40:01,2021-08-26_11:40:01,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A38OPVI04AH4JG&assignmentId=3EG49X351YI340J2G4IFSLH7L6U6X1&a=59GE4&tp_a=59GE4&b=3EG49X351YI340J2G4IFSLH7L6U6X1&tp_b=3EG49X351YI340J2G4IFSLH7L6U6X1&c=315514&tp_c=315514,A38OPVI04AH4JG,53,male,College or Technical school,right-handed,YSGa9bQGGNgqr1jB
60,form,word,Jeff,NA,NA,NA,10,box,Answer 4,NA,NA,"You work the night shift at a 24/7 convenience store. Every day at 7am the owner of the store, your boss, takes over for the morning shift. Today, you have an important court appointment at 8 but your boss hasn't shown up yet and isn't returning your calls. <br><br>In this situation, what is something you do?",NA,NA,234089,NA,20571,0,NA,2021-08-26_16:40:01,2021-08-26_11:40:01,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A38OPVI04AH4JG&assignmentId=3EG49X351YI340J2G4IFSLH7L6U6X1&a=59GE4&tp_a=59GE4&b=3EG49X351YI340J2G4IFSLH7L6U6X1&tp_b=3EG49X351YI340J2G4IFSLH7L6U6X1&c=315514&tp_c=315514,A38OPVI04AH4JG,53,male,College or Technical school,right-handed,YSGa9bQGGNgqr1jB
61,form,word,Jeff,NA,NA,NA,10,box,Answer 5,NA,NA,"You work the night shift at a 24/7 convenience store. Every day at 7am the owner of the store, your boss, takes over for the morning shift. Today, you have an important court appointment at 8 but your boss hasn't shown up yet and isn't returning your calls. <br><br>In this situation, what is something you do?",NA,NA,234089,NA,20571,0,NA,2021-08-26_16:40:01,2021-08-26_11:40:01,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A38OPVI04AH4JG&assignmentId=3EG49X351YI340J2G4IFSLH7L6U6X1&a=59GE4&tp_a=59GE4&b=3EG49X351YI340J2G4IFSLH7L6U6X1&tp_b=3EG49X351YI340J2G4IFSLH7L6U6X1&c=315514&tp_c=315514,A38OPVI04AH4JG,53,male,College or Technical school,right-handed,YSGa9bQGGNgqr1jB
62,form,word,Jeff,NA,NA,NA,10,box,Answer 6,NA,NA,"You work the night shift at a 24/7 convenience store. Every day at 7am the owner of the store, your boss, takes over for the morning shift. Today, you have an important court appointment at 8 but your boss hasn't shown up yet and isn't returning your calls. <br><br>In this situation, what is something you do?",1,NA,234089,NA,20571,0,NA,2021-08-26_16:40:01,2021-08-26_11:40:01,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A38OPVI04AH4JG&assignmentId=3EG49X351YI340J2G4IFSLH7L6U6X1&a=59GE4&tp_a=59GE4&b=3EG49X351YI340J2G4IFSLH7L6U6X1&tp_b=3EG49X351YI340J2G4IFSLH7L6U6X1&c=315514&tp_c=315514,A38OPVI04AH4JG,53,male,College or Technical school,right-handed,YSGa9bQGGNgqr1jB
21,form,word,Darya,NA,NA,NA,4,box,Answer 1,1,NA,"You are on your way to a concert with some friends. As you approach the entrance your friend Ted realizes he forgot his ticket at his house. The concert is about to start and Ted would likely miss most of the concert if he returned to his house for his ticket.<br><br>In this situation, what are some things you could do?",NA,NA,262161,buy another ticket,27563,0,NA,2021-08-26_16:40:01,2021-08-26_11:40:01,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A38OPVI04AH4JG&assignmentId=3EG49X351YI340J2G4IFSLH7L6U6X1&a=59GE4&tp_a=59GE4&b=3EG49X351YI340J2G4IFSLH7L6U6X1&tp_b=3EG49X351YI340J2G4IFSLH7L6U6X1&c=315514&tp_c=315514,A38OPVI04AH4JG,53,male,College or Technical school,right-handed,YSGa9bQGGNgqr1jB
22,form,word,Darya,NA,NA,NA,4,box,Answer 2,1,NA,"You are on your way to a concert with some friends. As you approach the entrance your friend Ted realizes he forgot his ticket at his house. The concert is about to start and Ted would likely miss most of the concert if he returned to his house for his ticket.<br><br>In this situation, what are some things you could do?",NA,NA,262161,not go at all,27563,0,NA,2021-08-26_16:40:01,2021-08-26_11:40:01,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A38OPVI04AH4JG&assignmentId=3EG49X351YI340J2G4IFSLH7L6U6X1&a=59GE4&tp_a=59GE4&b=3EG49X351YI340J2G4IFSLH7L6U6X1&tp_b=3EG49X351YI340J2G4IFSLH7L6U6X1&c=315514&tp_c=315514,A38OPVI04AH4JG,53,male,College or Technical school,right-handed,YSGa9bQGGNgqr1jB
23,form,word,Darya,NA,NA,NA,4,box,Answer 3,1,NA,"You are on your way to a concert with some friends. As you approach the entrance your friend Ted realizes he forgot his ticket at his house. The concert is about to start and Ted would likely miss most of the concert if he returned to his house for his ticket.<br><br>In this situation, what are some things you could do?",NA,NA,262161,go without ted,27563,0,NA,2021-08-26_16:40:01,2021-08-26_11:40:01,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A38OPVI04AH4JG&assignmentId=3EG49X351YI340J2G4IFSLH7L6U6X1&a=59GE4&tp_a=59GE4&b=3EG49X351YI340J2G4IFSLH7L6U6X1&tp_b=3EG49X351YI340J2G4IFSLH7L6U6X1&c=315514&tp_c=315514,A38OPVI04AH4JG,53,male,College or Technical school,right-handed,YSGa9bQGGNgqr1jB
